,1stServesIn,1stWon,2ndWon,win
60264,68,73,56,1
60265,64,77,91,1
60266,60,68,54,1
60267,78,68,54,1
60268,60,84,52,1
60269,75,69,46,1
60270,62,73,80,1
60271,59,68,48,1
60272,75,70,57,1
60273,67,74,69,1
60274,60,84,75,1
60275,59,74,65,1
60276,50,64,56,1
60277,55,61,57,1
60278,68,87,52,1
60279,58,69,60,1
60280,75,67,44,1
60281,72,77,50,1
60282,67,67,45,1
60283,63,80,47,1
60284,63,83,58,1
60285,62,72,57,1
60286,56,85,44,1
60287,60,84,41,1
60288,76,81,60,1
60289,65,73,38,1
60290,63,74,54,1
60291,58,85,54,1
60292,47,95,63,1
60293,70,89,50,1
60294,68,76,37,1
60295,68,67,54,1
60296,65,65,53,1
60297,62,73,56,1
60298,66,76,70,1
60299,60,55,52,1
60300,50,71,52,1
60301,78,79,40,1
60302,63,69,62,1
60303,60,57,63,1
60304,66,62,58,1
60305,73,54,44,1
60306,76,64,75,1
60307,66,71,78,1
60308,62,87,52,1
60309,72,61,50,1
60310,62,71,62,1
60311,63,62,54,1
60312,74,83,53,1
60313,66,66,59,1
60314,57,81,68,1
60315,67,69,52,1
60316,65,74,60,1
60317,66,84,53,1
60318,58,68,61,1
60319,59,67,51,1
60320,66,70,50,1
60321,61,78,46,1
60322,71,75,39,1
60323,64,88,52,1
60324,55,74,56,1
60325,58,87,76,1
60326,53,67,62,1
60327,68,88,55,1
60328,62,81,54,1
60329,59,82,55,1
60330,56,95,55,1
60331,48,82,61,1
60332,66,74,45,1
60333,54,74,45,1
60334,64,71,54,1
60335,51,66,60,1
60336,70,61,52,1
60337,61,81,60,1
60338,72,80,64,1
60339,56,81,60,1
60340,63,71,70,1
60341,63,78,46,1
60342,61,73,69,1
60343,57,75,42,1
60344,58,76,44,1
60345,70,65,40,1
60346,45,83,55,1
60347,78,71,41,1
60348,71,64,65,1
60349,73,78,78,1
60350,66,68,31,1
60351,58,69,46,1
60352,53,75,75,1
60353,59,80,50,1
60354,54,88,57,1
60355,67,75,53,1
60356,77,77,66,1
60357,57,70,44,1
60358,61,79,58,1
60359,55,89,73,1
60360,73,85,72,1
60361,57,75,48,1
60362,61,89,58,1
60363,71,57,65,1
60364,56,83,53,1
60365,67,96,76,1
60366,81,62,48,1
60367,66,55,47,1
60368,54,79,65,1
60369,69,75,68,1
60370,55,71,42,1
60371,59,65,64,1
60372,56,75,71,1
60373,68,71,57,1
60374,70,77,55,1
60375,51,62,54,1
60376,66,77,45,1
60377,74,79,53,1
60378,64,81,50,1
60379,67,79,66,1
60380,66,69,56,1
60381,68,85,55,1
60382,57,82,61,1
60383,61,73,42,1
60384,66,82,47,1
60385,68,90,64,1
60386,62,85,68,1
60387,57,87,88,1
60388,60,87,40,1
60389,70,82,41,1
60390,53,70,40,1
60391,58,92,48,1
60392,56,77,70,1
60393,66,71,32,1
60394,61,85,53,1
60395,68,82,68,1
60396,58,76,66,1
60397,60,79,45,1
60398,62,75,53,1
60399,63,75,47,1
60400,63,75,64,1
60401,72,82,69,1
60402,58,73,61,1
60403,63,77,58,1
60404,59,76,48,1
60405,67,82,59,1
60406,62,80,77,1
60407,61,77,59,1
60408,67,72,31,1
60409,65,60,52,1
60410,66,63,64,1
60411,62,66,59,1
60412,64,82,42,1
60413,72,64,44,1
60414,66,73,52,1
60415,59,79,60,1
60416,51,85,57,1
60417,62,68,57,1
60418,62,89,52,1
60419,70,60,40,1
60420,69,81,73,1
60421,70,82,66,1
60422,64,54,80,1
60423,57,82,76,1
60424,75,70,28,1
60425,76,74,53,1
60426,55,65,60,1
60427,58,68,51,1
60428,59,73,51,1
60429,72,74,56,1
60430,65,70,47,1
60431,75,85,68,1
60432,81,80,75,1
60433,76,76,76,1
60434,68,66,48,1
60435,64,69,48,1
60436,66,62,44,1
60437,59,76,61,1
60438,61,59,48,1
60439,65,77,48,1
60440,68,89,52,1
60441,62,80,45,1
60442,69,86,76,1
60443,73,68,56,1
60444,69,84,72,1
60445,54,76,76,1
60446,66,71,45,1
60447,52,91,50,1
60448,71,79,55,1
60449,67,69,42,1
60450,62,85,50,1
60451,65,78,37,1
60452,72,66,54,1
60453,60,75,65,1
60454,73,74,62,1
60455,61,71,41,1
60456,65,82,66,1
60457,66,87,42,1
60458,59,78,84,1
60459,68,70,47,1
60460,62,64,74,1
60461,65,82,61,1
60462,64,89,40,1
60463,71,89,66,1
60464,60,80,80,1
60465,72,80,69,1
60466,48,89,58,1
60467,57,63,58,1
60468,53,75,56,1
60469,63,74,60,1
60470,58,75,56,1
60471,67,82,64,1
60472,62,60,51,1
60473,42,64,73,1
60474,57,81,75,1
60475,61,72,43,1
60476,45,76,63,1
60477,54,75,66,1
60478,59,89,52,1
60479,63,86,66,1
60480,64,71,51,1
60481,62,78,56,1
60482,65,71,57,1
60483,60,73,55,1
60484,65,63,48,1
60485,41,77,64,1
60486,58,68,66,1
60487,63,70,66,1
60488,66,72,50,1
60489,58,81,56,1
60490,65,90,59,1
60491,68,75,60,1
60492,58,71,42,1
60493,71,80,70,1
60494,58,82,50,1
60495,59,82,54,1
60496,70,75,31,1
60497,61,71,60,1
60498,60,74,54,1
60499,57,72,51,1
60500,60,59,55,1
60501,53,73,51,1
60502,61,69,87,1
60503,77,79,50,1
60504,65,74,42,1
60505,72,77,27,1
60506,66,78,63,1
60507,64,67,57,1
60508,60,72,41,1
60509,72,78,62,1
60510,74,78,25,1
60511,60,80,54,1
60512,58,83,70,1
60513,66,76,68,1
60514,61,81,45,1
60515,65,80,52,1
60516,72,75,41,1
60517,67,80,70,1
60518,68,75,56,1
60519,55,80,48,1
60520,66,58,52,1
60521,62,84,34,1
60522,49,82,50,1
60523,59,78,46,1
60524,66,66,50,1
60525,61,82,52,1
60526,63,62,34,1
60527,53,75,46,1
60528,70,75,45,1
60529,71,77,69,1
60530,60,83,33,1
60531,71,73,61,1
60532,74,78,51,1
60533,75,73,60,1
60534,74,78,62,1
60535,68,85,38,1
60536,65,79,57,1
60537,69,74,45,1
60538,72,72,44,1
60539,65,82,45,1
60540,74,70,54,1
60541,57,84,34,1
60542,70,88,60,1
60543,70,79,62,1
60544,59,63,56,1
60545,67,71,52,1
60546,70,82,53,1
60547,59,82,69,1
60548,65,77,68,1
60549,55,81,66,1
60550,69,79,50,1
60551,77,85,70,1
60552,60,67,49,1
60553,69,75,62,1
60554,68,78,80,1
60555,71,84,61,1
60556,68,67,52,1
60557,70,86,46,1
60558,74,72,69,1
60559,64,84,61,1
60560,64,66,51,1
60561,62,83,40,1
60562,59,74,52,1
60563,63,76,70,1
60564,70,64,60,1
60565,57,70,60,1
60566,79,78,69,1
60567,62,77,58,1
60568,57,78,70,1
60569,61,84,62,1
60570,63,82,55,1
60571,64,85,59,1
60572,63,74,50,1
60573,64,71,48,1
60574,55,75,69,1
60575,79,69,45,1
60576,61,70,47,1
60577,66,75,81,1
60578,62,77,39,1
60579,66,77,77,1
60580,58,84,62,1
60581,66,83,46,1
60582,75,68,58,1
60583,74,86,70,1
60584,57,77,47,1
60585,65,76,75,1
60586,65,72,58,1
60587,63,75,33,1
60588,67,68,53,1
60589,63,72,66,1
60590,73,81,55,1
60591,76,87,50,1
60592,77,75,62,1
60593,63,58,42,1
60594,62,76,47,1
60595,64,74,46,1
60596,74,65,60,1
60597,67,72,65,1
60598,62,87,48,1
60599,56,81,60,1
60600,66,75,58,1
60601,61,84,36,1
60602,75,65,78,1
60603,56,63,61,1
60604,64,70,47,1
60605,58,60,65,1
60606,57,75,68,1
60607,74,82,47,1
60608,68,71,66,1
60609,73,71,71,1
60610,64,75,65,1
60611,62,69,52,1
60612,61,96,66,1
60613,63,79,100,1
60614,71,70,62,1
60615,57,62,45,1
60616,62,59,68,1
60617,58,89,45,1
60618,63,70,56,1
60619,64,80,55,1
60620,70,68,41,1
60621,69,58,48,1
60622,65,67,60,1
60623,71,74,58,1
60624,60,87,70,1
60625,69,79,57,1
60626,66,81,57,1
60627,63,78,43,1
60628,71,65,41,1
60629,78,77,63,1
60630,65,88,50,1
60631,65,71,58,1
60632,80,62,72,1
60633,62,79,50,1
60634,76,87,44,1
60635,66,67,60,1
60636,66,73,53,1
60637,54,75,46,1
60638,61,80,48,1
60639,64,76,48,1
60640,50,66,77,1
60641,67,83,52,1
60642,65,73,50,1
60643,52,70,55,1
60644,72,72,57,1
60645,48,88,53,1
60646,57,79,51,1
60647,67,84,68,1
60648,57,90,41,1
60649,55,75,50,1
60650,62,70,63,1
60651,53,69,58,1
60652,78,75,68,1
60653,53,78,58,1
60654,61,68,61,1
60655,40,82,56,1
60656,55,68,51,1
60657,68,61,47,1
60658,72,73,64,1
60659,64,82,75,1
60660,68,74,62,1
60661,50,78,55,1
60662,62,65,50,1
60663,51,76,47,1
60664,57,77,55,1
60665,56,67,54,1
60666,67,61,73,1
60667,72,64,53,1
60668,62,63,60,1
60669,48,84,35,1
60670,62,69,48,1
60671,69,68,47,1
60672,70,67,48,1
60673,59,73,51,1
60674,56,71,45,1
60675,57,61,46,1
60676,62,75,44,1
60677,73,84,68,1
60678,69,73,55,1
60679,51,66,60,1
60680,73,71,50,1
60681,76,62,57,1
60682,59,75,57,1
60683,72,68,47,1
60684,54,82,56,1
60685,51,66,53,1
60686,70,68,42,1
60687,82,71,44,1
60688,58,82,67,1
60689,60,93,52,1
60690,64,81,80,1
60691,72,57,26,1
60692,61,84,64,1
60693,56,70,51,1
60694,67,78,44,1
60695,70,63,37,1
60696,56,75,72,1
60697,55,72,51,1
60698,59,65,41,1
60699,56,75,45,1
60700,60,78,47,1
60701,65,82,64,1
60702,69,68,55,1
60703,66,69,66,1
60704,63,78,52,1
60705,58,81,60,1
60706,52,68,65,1
60707,75,62,50,1
60708,53,65,48,1
60709,67,63,80,1
60710,66,67,52,1
60711,62,74,52,1
60712,52,77,50,1
60713,64,77,63,1
60714,70,67,50,1
60715,51,85,70,1
60716,61,65,50,1
60717,68,73,48,1
60718,59,66,54,1
60719,59,93,81,1
60720,65,72,65,1
60721,65,51,50,1
60722,68,62,51,1
60723,65,67,53,1
60724,69,67,65,1
60725,58,58,58,1
60726,61,86,66,1
60727,65,74,62,1
60728,52,60,62,1
60729,58,93,42,1
60730,63,66,38,1
60731,55,78,50,1
60732,75,67,50,1
60733,41,83,40,1
60734,73,57,62,1
60735,68,88,75,1
60736,58,72,43,1
60737,74,69,47,1
60738,72,71,60,1
60739,68,58,61,1
60740,71,64,62,1
60741,69,63,56,1
60742,60,74,50,1
60743,61,77,88,1
60744,60,74,61,1
60745,68,72,80,1
60746,63,58,36,1
60747,66,75,50,1
60748,64,70,67,1
60749,61,75,61,1
60750,50,72,65,1
60751,65,72,36,1
60752,73,78,60,1
60753,56,81,44,1
60754,63,64,56,1
60755,53,73,60,1
60756,63,57,50,1
60757,67,70,60,1
60758,65,61,43,1
60759,76,70,58,1
60760,51,77,58,1
60761,64,74,33,1
60762,64,55,57,1
60763,76,89,58,1
60764,75,77,80,1
60765,56,73,45,1
60766,61,70,63,1
60767,75,60,70,1
60768,66,72,52,1
60769,65,75,57,1
60770,76,70,55,1
60771,79,74,80,1
60772,67,56,63,1
60773,63,77,46,1
60774,62,65,45,1
60775,61,68,53,1
60776,73,67,57,1
60777,78,75,100,1
60778,60,79,52,1
60779,51,94,77,1
60780,64,87,61,1
60781,58,76,35,1
60782,57,73,51,1
60783,57,75,62,1
60784,60,77,83,1
60785,66,67,63,1
60786,71,83,64,1
60787,64,63,66,1
60788,70,78,78,1
60789,56,73,48,1
60790,58,72,65,1
60791,62,75,60,1
60792,58,65,56,1
60793,57,78,51,1
60794,58,68,58,1
60795,53,82,56,1
60796,74,76,37,1
60797,59,58,72,1
60798,65,82,53,1
60799,56,67,66,1
60800,72,77,70,1
60801,62,72,42,1
60802,57,65,52,1
60803,52,75,59,1
60804,55,72,50,1
60805,72,59,50,1
60806,65,67,47,1
60807,56,78,68,1
60808,64,65,60,1
60809,53,64,49,1
60810,73,73,56,1
60811,71,68,46,1
60812,63,64,54,1
60813,75,67,47,1
60814,71,70,66,1
60815,79,59,60,1
60816,74,68,61,1
60817,71,50,54,1
60818,53,78,54,1
60819,50,58,47,1
60820,67,66,72,1
60821,72,70,61,1
60822,67,71,55,1
60823,70,75,55,1
60824,55,78,70,1
60825,74,77,64,1
60826,68,68,40,1
60827,77,67,66,1
60828,52,63,56,1
60829,63,68,53,1
60830,76,69,53,1
60831,74,74,66,1
60832,55,64,69,1
60833,59,73,48,1
60834,59,66,61,1
60835,68,53,42,1
60836,61,77,63,1
60837,69,58,45,1
60838,70,78,58,1
60839,59,77,52,1
60840,66,64,65,1
60841,69,73,80,1
60842,77,62,52,1
60843,64,80,45,1
60844,55,91,60,1
60845,71,72,36,1
60846,79,69,50,1
60847,63,64,70,1
60848,68,85,69,1
60849,64,73,38,1
60850,68,69,55,1
60851,76,67,45,1
60852,59,79,70,1
60853,57,75,83,1
60854,62,79,70,1
60855,71,54,75,1
60856,72,77,53,1
60857,62,63,60,1
60858,58,56,54,1
60859,60,70,53,1
60860,61,73,45,1
60861,66,71,67,1
60862,71,88,72,1
60863,66,73,51,1
60864,72,83,55,1
60865,65,80,68,1
60866,55,66,51,1
60867,64,81,51,1
60868,63,74,56,1
60869,58,83,50,1
60870,66,76,54,1
60871,69,71,43,1
60872,51,87,36,1
60873,69,85,80,1
60874,70,89,58,1
60875,78,88,80,1
60876,63,69,56,1
60877,65,77,54,1
60878,71,65,66,1
60879,71,79,48,1
60880,67,72,52,1
60881,55,69,62,1
60882,75,77,68,1
60883,64,65,57,1
60884,60,77,45,1
60885,74,82,37,1
60886,72,82,54,1
60887,68,93,33,1
60888,80,64,70,1
60889,60,70,55,1
60890,61,70,47,1
60891,77,76,45,1
60892,68,92,66,1
60893,58,77,69,1
60894,69,66,70,1
60895,63,73,54,1
60896,61,88,65,1
60897,70,78,48,1
60898,58,83,81,1
60899,66,75,61,1
60900,70,74,55,1
60901,74,72,41,1
60902,67,78,56,1
60903,66,74,50,1
60904,50,78,54,1
60905,75,76,40,1
60906,62,66,55,1
60907,66,78,75,1
60908,70,86,62,1
60909,63,65,66,1
60910,60,85,38,1
60911,56,65,42,1
60912,59,71,65,1
60913,72,77,41,1
60914,71,63,51,1
60915,60,75,44,1
60916,69,81,56,1
60917,64,69,66,1
60918,60,69,61,1
60919,76,73,61,1
60920,71,77,65,1
60921,65,70,42,1
60922,63,70,51,1
60923,75,75,50,1
60924,56,83,54,1
60925,67,63,43,1
60926,65,85,45,1
60927,54,81,43,1
60928,62,79,51,1
60929,62,58,52,1
60930,67,75,45,1
60931,49,76,65,1
60932,55,79,57,1
60933,62,80,52,1
60934,65,65,55,1
60935,55,81,59,1
60936,70,85,50,1
60937,64,61,52,1
60938,73,78,52,1
60939,67,76,61,1
60940,46,72,55,1
60941,53,70,52,1
60942,68,72,55,1
60943,57,67,52,1
60944,61,79,56,1
60945,58,64,61,1
60946,70,79,55,1
60947,61,74,50,1
60948,52,71,57,1
60949,53,69,58,1
60950,64,60,50,1
60951,71,66,62,1
60952,65,66,37,1
60953,60,71,57,1
60954,47,62,63,1
60955,53,78,52,1
60956,55,81,53,1
60957,57,69,51,1
60958,56,81,61,1
60959,68,74,47,1
60960,49,78,52,1
60961,61,77,54,1
60962,64,70,60,1
60963,58,85,64,1
60964,45,75,46,1
60965,64,65,42,1
60966,58,85,65,1
60967,54,86,64,1
60968,60,77,38,1
60969,60,68,47,1
60970,72,78,38,1
60971,67,70,55,1
60972,65,82,55,1
60973,71,89,72,1
60974,41,95,54,1
60975,53,71,53,1
60976,64,85,46,1
60977,62,90,52,1
60978,53,74,61,1
60979,63,72,39,1
60980,67,77,51,1
60981,65,71,70,1
60982,77,71,46,1
60983,55,83,75,1
60984,59,76,55,1
60985,60,62,73,1
60986,50,84,53,1
60987,56,82,53,1
60988,67,80,53,1
60989,69,83,41,1
60990,69,76,66,1
60991,60,83,41,1
60992,63,69,50,1
60993,67,64,55,1
60994,52,84,61,1
60995,67,64,64,1
60996,57,80,46,1
60997,48,82,55,1
60998,64,72,46,1
60999,65,76,59,1
61000,70,70,50,1
61001,60,68,57,1
61002,62,81,56,1
61003,44,90,71,1
61004,51,46,70,1
61005,51,64,62,1
61006,74,67,70,1
61007,68,61,51,1
61008,66,74,54,1
61009,51,84,40,1
61010,53,66,52,1
61011,56,74,59,1
61012,69,74,76,1
61013,61,84,40,1
61014,56,84,65,1
61015,66,67,78,1
61016,66,66,45,1
61017,65,78,69,1
61018,45,57,57,1
61019,51,70,52,1
61020,60,66,59,1
61021,67,67,55,1
61022,52,84,66,1
61023,62,72,77,1
61024,59,72,50,1
61025,69,73,42,1
61026,63,60,56,1
61027,52,77,57,1
61028,60,80,66,1
61029,63,82,60,1
61030,65,76,52,1
61031,57,66,48,1
61032,70,55,59,1
61033,62,82,40,1
61034,65,62,48,1
61035,68,69,46,1
61036,76,80,84,1
61037,64,76,51,1
61038,72,72,53,1
61039,60,72,52,1
61040,65,73,77,1
61041,63,85,62,1
61042,94,64,71,1
61043,62,72,40,1
61044,71,62,62,1
61045,65,78,64,1
61046,68,71,41,1
61047,77,69,63,1
61048,71,68,53,1
61049,71,66,51,1
61050,59,76,54,1
61051,81,76,66,1
61052,61,71,61,1
61053,76,70,44,1
61054,64,72,74,1
61055,67,63,59,1
61056,68,80,61,1
61057,71,75,57,1
61058,63,76,50,1
61059,68,67,51,1
61060,72,73,47,1
61061,63,74,53,1
61062,56,62,61,1
61063,70,67,51,1
61064,77,80,77,1
61065,68,71,75,1
61066,67,63,47,1
61067,92,73,37,1
61068,50,57,49,1
61069,65,62,59,1
61070,70,72,76,1
61071,64,71,40,1
61072,73,72,48,1
61073,59,78,60,1
61074,82,69,50,1
61075,69,60,41,1
61076,71,69,50,1
61077,56,77,55,1
61078,68,63,51,1
61079,70,58,53,1
61080,61,78,63,1
61081,76,61,96,1
61082,78,70,129,1
61083,68,72,50,1
61084,66,78,68,1
61085,60,82,40,1
61086,63,82,63,1
61087,63,69,55,1
61088,54,77,52,1
61089,74,78,60,1
61090,56,75,51,1
61091,73,78,65,1
61092,69,65,55,1
61093,60,74,57,1
61094,65,66,60,1
61095,61,73,48,1
61096,65,72,56,1
61097,68,67,46,1
61098,65,75,61,1
61099,62,84,60,1
61100,68,64,54,1
61101,70,73,72,1
61102,67,70,50,1
61103,59,77,51,1
61104,69,71,56,1
61105,74,68,69,1
61106,98,64,0,1
61107,53,71,64,1
61108,67,86,66,1
61109,66,87,54,1
61110,52,80,54,1
61111,62,68,37,1
61112,58,72,56,1
61113,68,75,58,1
61114,61,74,59,1
61115,58,68,61,1
61116,58,67,52,1
61117,72,67,53,1
61118,55,77,60,1
61119,64,60,54,1
61120,83,64,35,1
61121,72,85,72,1
61122,65,68,59,1
61123,65,85,50,1
61124,72,81,55,1
61125,88,69,42,1
61126,73,70,65,1
61127,67,64,54,1
61128,69,73,64,1
61129,70,83,54,1
61130,66,65,55,1
61131,75,83,78,1
61132,57,74,58,1
61133,56,75,56,1
61134,59,71,55,1
61135,73,77,57,1
61136,69,72,56,1
61137,67,66,65,1
61138,78,53,59,1
61139,53,78,60,1
61140,60,71,63,1
61141,73,62,61,1
61142,62,83,44,1
61143,55,89,58,1
61144,71,64,61,1
61145,72,73,55,1
61146,69,78,50,1
61147,59,72,56,1
61148,59,57,48,1
61149,64,71,64,1
61150,63,82,45,1
61151,73,83,63,1
61152,60,72,46,1
61153,71,70,79,1
61154,58,86,40,1
61155,64,83,58,1
61156,70,95,64,1
61157,59,84,55,1
61158,64,78,53,1
61159,63,78,57,1
61160,63,61,66,1
61161,67,80,66,1
61162,51,60,57,1
61163,62,84,46,1
61164,61,75,45,1
61165,73,80,65,1
61166,67,77,64,1
61167,62,89,55,1
61168,65,70,61,1
61169,72,87,65,1
61170,61,96,58,1
61171,65,79,56,1
61172,75,79,56,1
61173,50,95,52,1
61174,58,75,68,1
61175,65,93,56,1
61176,63,83,70,1
61177,66,84,80,1
61178,62,80,58,1
61179,60,85,53,1
61180,66,83,76,1
61181,66,82,65,1
61182,59,84,77,1
61183,68,73,50,1
61184,48,88,62,1
61185,68,71,53,1
61186,58,85,58,1
61187,69,83,69,1
61188,63,82,65,1
61189,66,84,51,1
61190,79,85,37,1
61191,71,81,45,1
61192,60,80,55,1
61193,49,88,48,1
61194,60,85,62,1
61195,59,80,72,1
61196,67,85,60,1
61197,55,82,67,1
61198,68,68,57,1
61199,59,74,62,1
61200,63,87,74,1
61201,67,68,55,1
61202,55,76,60,1
61203,67,58,53,1
61204,74,84,46,1
61205,67,75,48,1
61206,66,78,78,1
61207,68,82,33,1
61208,60,79,54,1
61209,65,78,56,1
61210,71,90,69,1
61211,72,76,61,1
61212,70,78,62,1
61213,50,86,53,1
61214,56,72,71,1
61215,46,81,60,1
61216,66,80,52,1
61217,55,71,60,1
61218,56,75,75,1
61219,70,78,44,1
61220,69,72,51,1
61221,70,80,50,1
61222,72,76,40,1
61223,54,81,54,1
61224,52,86,51,1
61225,62,80,66,1
61226,64,83,76,1
61227,59,80,61,1
61228,69,82,55,1
61229,70,74,75,1
61230,54,72,56,1
61231,71,72,60,1
61232,58,80,53,1
61233,69,86,58,1
61234,65,73,53,1
61235,57,79,64,1
61236,69,74,70,1
61237,64,88,52,1
61238,68,66,58,1
61239,55,81,63,1
61240,48,79,53,1
61241,60,82,61,1
61242,65,72,41,1
61243,63,78,63,1
61244,66,89,63,1
61245,62,87,58,1
61246,59,69,57,1
61247,80,84,81,1
61248,62,74,66,1
61249,64,76,51,1
61250,66,77,56,1
61251,58,69,46,1
61252,58,65,50,1
61253,60,77,65,1
61254,62,90,50,1
61255,66,77,53,1
61256,80,85,40,1
61257,58,86,47,1
61258,61,88,52,1
61259,66,75,57,1
61260,64,69,48,1
61261,76,78,65,1
61262,68,71,39,1
61263,57,89,42,1
61264,55,66,55,1
61265,69,80,40,1
61266,70,78,68,1
61267,58,75,65,1
61268,78,74,58,1
61269,72,83,46,1
61270,75,88,66,1
61271,55,71,58,1
61272,61,78,41,1
61273,65,80,31,1
61274,62,73,44,1
61275,57,85,51,1
61276,60,87,38,1
61277,58,81,60,1
61278,64,85,73,1
61279,58,79,54,1
61280,69,78,65,1
61281,70,77,57,1
61282,56,80,53,1
61283,67,74,65,1
61284,69,77,47,1
61285,70,88,71,1
61286,66,86,69,1
61287,60,79,63,1
61288,56,78,61,1
61289,65,76,50,1
61290,55,69,65,1
61291,55,81,48,1
61292,66,81,65,1
61293,65,75,58,1
61294,67,79,61,1
61295,66,78,47,1
61296,66,77,55,1
61297,60,69,52,1
61298,69,81,56,1
61299,64,73,59,1
61300,56,75,40,1
61301,70,66,41,1
61302,59,93,50,1
61303,56,87,68,1
61304,63,81,57,1
61305,58,81,52,1
61306,66,78,58,1
61307,63,81,61,1
61308,65,92,57,1
61309,64,95,69,1
61310,56,63,57,1
61311,69,68,72,1
61312,46,84,49,1
61313,61,72,60,1
61314,77,80,52,1
61315,58,72,57,1
61316,74,76,46,1
61317,63,68,52,1
61318,65,90,82,1
61319,60,85,48,1
61320,57,80,55,1
61321,62,77,51,1
61322,60,72,52,1
61323,57,75,49,1
61324,66,76,60,1
61325,68,90,45,1
61326,62,86,61,1
61327,63,77,59,1
61328,66,72,60,1
61329,63,84,50,1
61330,73,84,60,1
61331,52,81,54,1
61332,67,71,60,1
61333,64,84,54,1
61334,65,75,55,1
61335,71,75,54,1
61336,61,75,57,1
61337,58,67,61,1
61338,73,69,50,1
61339,70,86,68,1
61340,51,76,52,1
61341,63,84,44,1
61342,54,65,51,1
61343,63,77,67,1
61344,56,77,73,1
61345,55,72,57,1
61346,56,75,52,1
61347,60,75,67,1
61348,57,74,53,1
61349,59,90,51,1
61350,58,70,58,1
61351,63,78,60,1
61352,70,80,46,1
61353,61,75,80,1
61354,65,71,60,1
61355,53,79,50,1
61356,54,77,60,1
61357,66,72,47,1
61358,71,57,50,1
61359,52,85,63,1
61360,65,76,60,1
61361,53,76,53,1
61362,69,85,52,1
61363,68,67,51,1
61364,66,74,58,1
61365,65,79,52,1
61366,61,75,50,1
61367,63,79,62,1
61368,62,78,61,1
61369,66,76,58,1
61370,56,74,69,1
61371,57,75,68,1
61372,72,67,59,1
61373,62,75,56,1
61374,61,92,46,1
61375,71,76,57,1
61376,61,73,55,1
61377,67,76,58,1
61378,50,91,67,1
61379,77,71,44,1
61380,51,67,48,1
61381,61,84,66,1
61382,69,70,43,1
61383,70,82,61,1
61384,68,70,63,1
61385,67,75,54,1
61386,66,90,69,1
61387,59,79,55,1
61388,72,84,54,1
61389,50,100,60,1
61390,59,81,60,1
61391,66,71,46,1
61392,61,80,51,1
61393,68,89,77,1
61394,54,86,65,1
61395,62,64,62,1
61396,57,81,71,1
61397,67,74,57,1
61398,61,79,46,1
61399,61,85,53,1
61400,72,69,59,1
61401,54,78,60,1
61402,70,64,46,1
61403,62,84,64,1
61404,70,92,64,1
61405,59,84,64,1
61406,65,72,55,1
61407,65,83,60,1
61408,70,77,56,1
61409,73,75,51,1
61410,59,80,50,1
61411,58,83,53,1
61412,60,77,62,1
61413,65,71,60,1
61414,50,88,61,1
61415,56,88,51,1
61416,55,81,69,1
61417,62,87,62,1
61418,59,79,52,1
61419,54,77,52,1
61420,67,74,66,1
61421,72,77,59,1
61422,53,72,45,1
61423,56,77,60,1
61424,71,84,75,1
61425,71,81,52,1
61426,63,76,50,1
61427,77,86,58,1
61428,62,84,44,1
61429,67,77,63,1
61430,62,75,69,1
61431,57,74,65,1
61432,62,72,45,1
61433,72,70,53,1
61434,60,66,47,1
61435,73,77,48,1
61436,62,85,50,1
61437,63,73,65,1
61438,66,82,41,1
61439,63,71,47,1
61440,69,73,42,1
61441,65,70,47,1
61442,64,82,58,1
61443,63,82,61,1
61444,71,64,72,1
61445,67,66,70,1
61446,79,69,63,1
61447,61,74,29,1
61448,64,77,53,1
61449,73,77,50,1
61450,61,78,53,1
61451,54,64,65,1
61452,54,73,57,1
61453,78,68,57,1
61454,72,69,40,1
61455,71,75,62,1
61456,66,70,45,1
61457,70,73,50,1
61458,66,66,48,1
61459,66,70,42,1
61460,60,55,64,1
61461,54,66,53,1
61462,75,75,50,1
61463,74,61,66,1
61464,62,85,66,1
61465,67,69,56,1
61466,53,72,62,1
61467,70,65,48,1
61468,50,71,64,1
61469,59,80,66,1
61470,73,71,42,1
61471,52,75,51,1
61472,61,92,75,1
61473,53,86,71,1
61474,65,76,52,1
61475,60,80,44,1
61476,61,90,48,1
61477,65,79,50,1
61478,65,67,65,1
61479,56,80,47,1
61480,51,86,34,1
61481,58,71,43,1
61482,61,86,73,1
61483,64,80,56,1
61484,71,91,47,1
61485,53,78,62,1
61486,43,95,70,1
61487,72,70,54,1
61488,60,74,50,1
61489,62,58,58,1
61490,75,67,70,1
61491,62,78,60,1
61492,56,83,51,1
61493,68,69,51,1
61494,54,67,54,1
61495,75,86,64,1
61496,49,69,47,1
61497,59,77,52,1
61498,75,72,46,1
61499,63,61,54,1
61500,73,70,72,1
61501,65,77,68,1
61502,74,60,78,1
61503,52,64,48,1
61504,70,65,61,1
61505,66,63,64,1
61506,59,64,54,1
61507,59,80,60,1
61508,59,88,58,1
61509,62,70,46,1
61510,52,89,50,1
61511,60,63,56,1
61512,70,74,61,1
61513,59,72,58,1
61514,58,70,54,1
61515,66,71,45,1
61516,65,91,58,1
61517,71,84,66,1
61518,51,67,55,1
61519,65,89,60,1
61520,77,57,35,1
61521,78,62,33,1
61522,73,76,56,1
61523,67,62,55,1
61524,55,85,64,1
61525,67,73,52,1
61526,59,67,54,1
61527,70,82,41,1
61528,63,80,65,1
61529,60,80,52,1
61530,66,85,41,1
61531,58,77,57,1
61532,67,71,56,1
61533,61,78,30,1
